"Treatment.Act","BA","Recovery","cp.requirements","low","med","high"
"Control",80.1,NA,6,527.493418911994,683.239017024274,886.459808198723
"Control",80.2,NA,6,527.271076463659,682.818968632013,885.839900656168
"Control",80.3,NA,6,527.146034442289,682.406228211619,885.027455730424
"Control",80.4,NA,6,527.031107769022,681.980959186493,884.443690178327
"Control",80.5,NA,6,527.10834015556,681.562569710079,883.878230556164
"Control",80.6,NA,6,526.986105399665,681.22568928152,883.085631815931
"Control",80.7,NA,6,527.02464229602,680.770778962167,882.245122755277
"Control",80.8,NA,6,526.631607449438,680.44052557436,881.452055963564
"Control",80.9,NA,6,526.394138717585,679.992335594123,880.717709800693
"Control",81,NA,6,526.184530140104,679.523183936122,879.941423513733
"Control",81.1,NA,6,526.082981326357,679.156653993779,878.921764660546
"Control",81.2,NA,6,526.031433441264,678.682015689191,878.545094346448
"Control",81.3,NA,6,526.145592223812,678.181695859718,878.066963863943
"Control",81.4,NA,6,526.057229459925,677.868948477868,877.399692114717
"Control",81.5,NA,6,525.772766811767,677.509875722901,876.941946107412
"Control",81.6,NA,6,525.712287190157,677.159376055905,876.201418258561
"Control",81.7,NA,6,525.490851250569,676.738194870362,875.839782576913
"Control",81.8,NA,6,525.302165209217,676.403868681161,875.142019022777
"Control",81.9,NA,6,524.983493339138,676.037171254932,874.568293770026
"Control",82,NA,6,524.783396805417,675.646949560062,873.937441930912
"Control",82.1,NA,6,524.746388685687,675.24595010542,873.453093028167
"Control",82.2,NA,6,524.530164869929,674.868949001689,873.107494469937
"Control",82.3,NA,6,524.259022585276,674.494820579544,872.566177237664
"Control",82.4,NA,6,524.072669811713,674.125938135157,871.926517573224
"Control",82.5,NA,6,523.717593440008,673.753576564015,871.097246581522
"Control",82.6,NA,6,523.497680836624,673.47096992916,870.424909803315
"Control",82.7,NA,6,523.508415866313,673.075018691242,869.71542144233
"Control",82.8,NA,6,523.162020605941,672.60361276058,869.056335331139
"Control",82.9,NA,6,522.953870716684,672.142481850573,868.924665774152
"Control",83,NA,6,522.609166722922,671.80268405851,868.430606850991
"Control",83.1,NA,6,522.377970945335,671.393697762582,867.67698883468
"Control",83.2,NA,6,522.120090342713,671.010589256632,867.009315364946
"Control",83.3,NA,6,521.990838341197,670.613811668068,866.492279140469
"Control",83.4,NA,6,521.721674625741,670.288328883364,865.868909373748
"Control",83.5,NA,6,521.343020010511,669.814678664299,865.47028590841
"Control",83.6,NA,6,521.050022626027,669.477569605101,864.958534383135
"Control",83.7,NA,6,520.784173936465,669.022036078588,864.447451446446
"Control",83.8,NA,6,520.53644771475,668.59985837327,863.940306595039
"Control",83.9,NA,6,520.338678812578,668.181502070298,863.293992891822
"Control",84,NA,6,520.210044560907,667.799441066077,862.845486638734
"Control",84.1,NA,6,520.056617190241,667.389378694112,862.282293781942
"Control",84.2,NA,6,519.888720786299,666.98010420663,861.995076243738
"Control",84.3,NA,6,519.566574579574,666.62250679519,861.59010147611
"Control",84.4,NA,6,519.245818191491,666.208934166006,861.033964994315
"Control",84.5,NA,6,519.264604712591,665.758015247882,860.529480448921
"Control",84.6,NA,6,519.230652696744,665.360126176656,860.178891671148
"Control",84.7,NA,6,518.946933347432,665.082244252734,859.658320279312
"Control",84.8,NA,6,518.729062542006,664.810294634199,859.213477765541
"Control",84.9,NA,6,518.549938276094,664.446486401067,858.964977779881
"Control",85,NA,6,518.262692593138,664.1102866583,858.40508520218
"Control",85.1,NA,6,518.052029279267,663.633515986348,858.086091088048
"Control",85.2,NA,6,517.734202066302,663.259075867783,857.447721467082
"Control",85.3,NA,6,517.374058300681,662.842912387969,856.846360227371
"Control",85.4,NA,6,517.110539418957,662.497967128298,856.362443349659
"Control",85.5,NA,6,516.722463279365,662.11698366179,856.229142063913
"Control",85.6,NA,6,516.419544500975,661.782292263181,855.911322335552
"Control",85.7,NA,6,515.875422945641,661.330655537149,855.607196639781
"Control",85.8,NA,6,515.41575997945,660.922104832854,855.256978193413
"Control",85.9,NA,6,515.121010281166,660.536059645973,854.889662581554
"Control",86,NA,6,514.991720637467,660.140743051457,854.292059291682
"Control",86.1,NA,6,514.791509556059,659.736703173951,853.715061686767
"Control",86.2,NA,6,514.588825946931,659.378907426868,853.326539780718
"Control",86.3,NA,6,514.191152879348,658.989144663957,853.051315112999
"Control",86.4,NA,6,513.744915644181,658.634796225385,852.586694543333
"Control",86.5,NA,6,513.257420852893,658.266807419963,852.537048759653
"Control",86.6,NA,6,512.96046509698,657.877836062952,852.111352011286
"Control",86.7,NA,6,512.605641403808,657.557091454578,851.82038694992
"Control",86.8,NA,6,512.317360226716,657.198740050918,851.550594639956
"Control",86.9,NA,6,512.054401516624,656.796889707592,851.207576277699
"Control",87,NA,6,511.679042905834,656.343769712031,850.875713552755
"Control",87.1,NA,6,511.332432466618,655.89046360509,850.456789462216
"Control",87.2,NA,6,511.055974548138,655.470021770335,850.05164315117
"Control",87.3,NA,6,510.746152592647,655.036649653221,849.775135727518
"Control",87.4,NA,6,510.333177879384,654.712455809649,849.391033802192
"Control",87.5,NA,6,509.882452238075,654.4240910681,849.114223661314
"Control",87.6,NA,6,509.509470055101,654.094122766769,848.674174233285
"Control",87.7,NA,6,509.004666372813,653.631595002005,848.316217933197
"Control",87.8,NA,6,508.461433344475,653.271593882778,848.170276347188
"Control",87.9,NA,6,508.186846431253,652.90804251326,847.740563323015
"Control",88,NA,6,507.996246428472,652.511622801512,847.37695919504
"Control",88.1,NA,6,507.563291359484,652.168804396172,847.205621350293
"Control",88.2,NA,6,507.242183733648,651.825395070609,847.138304526113
"Control",88.3,NA,6,506.988294407064,651.442856319454,846.904646376383
"Control",88.4,NA,6,506.590741121858,651.051609898232,846.86086479734
"Control",88.5,NA,6,506.239961936638,650.602586851363,846.70437313658
"Control",88.6,NA,6,505.941403900744,650.204942006043,846.311424262041
"Control",88.7,NA,6,505.472790104497,649.812348139527,845.77295262558
"Control",88.8,NA,6,505.004749665496,649.491633639726,845.616474054581
"Control",88.9,NA,6,504.534147120864,649.145660861032,845.466417809035
"Control",89,NA,6,504.152430910761,648.769635143293,845.275344154225
"Control",89.1,NA,6,503.731914930752,648.412191687723,845.046608650356
"Control",89.2,NA,6,503.294561030652,648.027005374436,844.977918037331
"Control",89.3,NA,6,502.823062861249,647.652458768947,844.659143049749
"Control",89.4,NA,6,502.492580240249,647.26911239197,844.564119200326
"Control",89.5,NA,6,501.864168534429,646.923568891705,844.357030590533
"Control",89.6,NA,6,501.3610459336,646.532533641924,844.119401645108
"Control",89.7,NA,6,501.124441264947,646.197815331192,843.771917630019
"Control",89.8,NA,6,500.617453241529,645.805460325221,843.487018987921
"Control",89.9,NA,6,500.168258128461,645.435786794291,843.279897720321
"Control",90,NA,6,499.860429379377,645.011566895955,843.079247741398
"Control",90.1,NA,6,499.32376010608,644.577190860067,843.033503711036
"Control",90.2,NA,6,499.051700606278,644.264678967976,842.756235037925
"Control",90.3,NA,6,498.669295604627,643.807476738135,842.415803420312
"Control",90.4,NA,6,498.159131291051,643.462984619744,842.114589125291
"Control",90.5,NA,6,497.891425959926,643.128500071577,842.084958703256
"Control",90.6,NA,6,497.433850986007,642.68809110297,841.893391340151
"Control",90.7,NA,6,496.976753075827,642.357363637442,841.389244919997
"Control",90.8,NA,6,496.52353778109,641.979248348611,841.205353732465
"Control",90.9,NA,6,496.09426308961,641.676663068954,840.952803930588
"Control",91,NA,6,495.372134827691,641.236786256149,840.897023496787
"Control",91.1,NA,6,495.108959708833,640.880935016702,840.593383761376
"Control",91.2,NA,6,494.600581453241,640.475273347439,840.783082150166
"Control",91.3,NA,6,494.240904262623,640.100464969729,840.727792566277
"Control",91.4,NA,6,493.975037351826,639.764373991737,840.666214029358
"Control",91.5,NA,6,493.433990565291,639.343189003842,840.626934724792
"Control",91.6,NA,6,492.924033021539,638.995569452688,840.633928697209
"Control",91.7,NA,6,492.380386072514,638.606034519903,840.650609652713
"Control",91.8,NA,6,491.968408136925,638.256273661592,840.536038709367
"Control",91.9,NA,6,491.481341449198,637.796715538333,840.452882551935
"Control",92,NA,6,491.20679149538,637.473979054389,840.33086729914
"Control",92.1,NA,6,490.946677484337,636.983296971967,840.274301091536
"Control",92.2,NA,6,490.646087565938,636.603542049105,840.218949214063
"Control",92.3,NA,6,490.050148972728,636.288458446226,840.172486633782
"Control",92.4,NA,6,489.476840113921,635.96020610714,839.993234556643
"Control",92.5,NA,6,488.984664770521,635.536088743768,839.882257785718
"Control",92.6,NA,6,488.560714438054,635.177951484371,839.708724511484
"Control",92.7,NA,6,488.125279951381,634.746966760866,839.503811033031
"Control",92.8,NA,6,487.441462647219,634.366570026623,839.400008044195
"Control",92.9,NA,6,486.938821887588,633.876983070855,839.276158071073
"Control",93,NA,6,486.491522703716,633.554607983478,839.362127581907
"Control",93.1,NA,6,486.02426957334,633.073077314964,839.123679418333
"Control",93.2,NA,6,485.782041696321,632.790509945889,839.187845597541
"Control",93.3,NA,6,485.274727474544,632.416736523959,839.129492093342
"Control",93.4,NA,6,484.758982827386,631.987588170838,839.053196186975
"Control",93.5,NA,6,483.997978414745,631.56146336325,839.333316887962
"Control",93.6,NA,6,483.24214943456,631.157342344071,839.341495870896
"Control",93.7,NA,6,482.809514961675,630.747850277631,839.046116319925
"Control",93.8,NA,6,482.401179177797,630.282393501531,839.13326515035
"Control",93.9,NA,6,482.01009562002,629.91343459714,839.06651092471
"Control",94,NA,6,481.672797364996,629.473037758927,839.070172024632
"Control",94.1,NA,6,481.11866587129,629.108861602942,839.144195935586
"Control",94.2,NA,6,480.593070072677,628.694520634305,839.194071793046
"Control",94.3,NA,6,480.082408443824,628.308107029711,839.058244612551
"Control",94.4,NA,6,479.370587418123,627.874491110977,839.047054165236
"Control",94.5,NA,6,478.796809023046,627.462950810177,839.142253585057
"Control",94.6,NA,6,477.989159150085,627.107907985116,839.192098763999
"Control",94.7,NA,6,477.372983920739,626.732271507627,839.367516512719
"Control",94.8,NA,6,476.762327282845,626.376793311198,839.556732784792
"Control",94.9,NA,6,476.256387991464,626.023281659145,839.333841352861
"Control",95,NA,6,475.730481648754,625.704456533638,839.322031555355
"Control",95.1,NA,6,475.103595472581,625.40364446403,839.425131033738
"Control",95.2,NA,6,474.528284794175,625.082371221092,839.196121488699
"Control",95.3,NA,6,473.972276495833,624.752224249758,839.090123241038
"Control",95.4,NA,6,473.502840634827,624.437577129024,839.130381701831
"Control",95.5,NA,6,473.121657147292,624.124068555536,838.958476029537
"Control",95.6,NA,6,472.389857668853,623.751100837099,838.971329970639
"Control",95.7,NA,6,471.917725914766,623.445945477049,839.15777933144
"Control",95.8,NA,6,471.316099275292,623.078929208431,839.272748134296
"Control",95.9,NA,6,470.763962729113,622.772653013785,839.376281771111
"Control",96,NA,6,470.359850282594,622.420694509591,839.509695704464
"Control",96.1,NA,6,469.788822532512,622.039959133005,839.466536645811
"Control",96.2,NA,6,469.33634794775,621.678434669284,839.507809298639
"Control",96.3,NA,6,468.843450863604,621.325776983021,839.566987185178
"Control",96.4,NA,6,468.330214337227,620.933703532649,839.639656767512
"Control",96.5,NA,6,467.81302533394,620.498899600353,839.56669892385
"Control",96.6,NA,6,467.348681711072,620.136906819517,839.608881575048
"Control",96.7,NA,6,466.81507471491,619.818087550557,839.593252448743
"Control",96.8,NA,6,466.240773480443,619.552304173254,839.590020682562
"Control",96.9,NA,6,465.535789468346,619.130595706264,839.536743927482
"Control",97,NA,6,464.833632033353,618.788042159121,839.547334570182
"Control",97.1,NA,6,464.205269776572,618.370821552443,839.613121742292
"Control",97.2,NA,6,463.666795572601,618.030058735337,839.516562757699
"Control",97.3,NA,6,462.997115448862,617.752600551442,839.51640560121
"Control",97.4,NA,6,462.504052345382,617.367642500429,839.636170689992
"Control",97.5,NA,6,461.928515565529,617.030774365122,839.609210227401
"Control",97.6,NA,6,461.134634918948,616.663266436754,839.580317626907
"Control",97.7,NA,6,460.599695489438,616.328837529316,839.701415242222
"Control",97.8,NA,6,459.939142678032,615.905139213172,839.94297022475
"Control",97.9,NA,6,459.369111413346,615.583397771185,840.267227515084
"Control",98,NA,6,458.798826588395,615.150632190369,840.260378504442
"Control",98.1,NA,6,458.27735305113,614.816477108913,840.266437963298
"Control",98.2,NA,6,457.831445701008,614.497384461537,840.198979667413
"Control",98.3,NA,6,457.28436506259,614.214253339618,840.443064862671
"Control",98.4,NA,6,456.620253310801,613.844099845997,840.564972935637
"Control",98.5,NA,6,456.018271585066,613.520185983084,840.551552411484
"Control",98.6,NA,6,455.488130438594,613.153521168162,840.723375058212
"Control",98.7,NA,6,454.888983724602,612.847250761332,840.9804397529
"Control",98.8,NA,6,454.37570580552,612.497678507532,841.285452029106
"Control",98.9,NA,6,453.883538458338,612.141501297848,841.547190577268
"Control",99,NA,6,453.390121919079,611.694423949885,841.740507706198
"Control",99.1,NA,6,452.724164911544,611.443831783464,841.566812538068
"Control",99.2,NA,6,452.16022089142,611.099909580619,842.142708868107
"Control",99.3,NA,6,451.535295479155,610.728954811861,842.41266548396
"Control",99.4,NA,6,451.104488717481,610.314659635323,842.395713156238
"Control",99.5,NA,6,450.449973098878,610.042213395819,842.578456512507
"Control",99.6,NA,6,449.867485308706,609.692891558553,842.595084430223
"Control",99.7,NA,6,449.231577828944,609.341910573969,842.634578249411
"Control",99.8,NA,6,448.824094354373,608.90338269714,842.857653878279
"Control",99.9,NA,6,448.259095769506,608.497977664392,842.774449895244
"Control",100,NA,6,447.566143872819,608.145064030191,842.777551830156
"Control",100.1,NA,6,446.997043422254,607.722420176648,842.739491774781
"Control",100.2,NA,6,446.382435051293,607.404036832804,842.975917307559
"Control",100.3,NA,6,445.880827917371,607.022293865341,843.123734259572
"Control",100.4,NA,6,445.327271456966,606.732489883964,843.169375284939
"Control",100.5,NA,6,444.739924600148,606.36783816423,843.527428427525
"Control",100.6,NA,6,444.128190896248,606.017531750026,843.287365300304
"Control",100.7,NA,6,443.4876053763,605.606959721395,843.44627351602
"Control",100.8,NA,6,442.954929336814,605.215129286245,843.584662047074
"Control",100.9,NA,6,442.377163291302,604.861289477709,843.622823212872
"Control",101,NA,6,441.744760791354,604.478275761945,843.783536657606
"Control",101.1,NA,6,441.119655195704,604.081511807453,843.95126792442
"Control",101.2,NA,6,440.382509445485,603.831325651004,844.311044065217
"Control",101.3,NA,6,439.907168215914,603.50385005652,844.531484455773
"Control",101.4,NA,6,439.429075572484,603.187598150887,844.721853609728
"Control",101.5,NA,6,439.060475915696,602.824777499784,844.969765867646
"Control",101.6,NA,6,438.332417792519,602.470796300603,845.048367825976
"Control",101.7,NA,6,437.689550652179,602.114162959926,845.375340932069
"Control",101.8,NA,6,437.000535121408,601.759651915933,845.596382377744
"Control",101.9,NA,6,436.453350299479,601.359659144245,845.813068685977
"Control",102,NA,6,435.872660144196,600.971987879772,846.033637436301
"Control",102.1,NA,6,435.248879860467,600.686124891704,846.236265102795
"Control",102.2,NA,6,434.558943706614,600.366853215735,846.217467335352
"Control",102.3,NA,6,433.849289151791,600.052014676553,846.303655617786
"Control",102.4,NA,6,433.174906474631,599.725325483187,846.371539651458
"Control",102.5,NA,6,432.727838683891,599.38071294022,846.944279217381
"Control",102.6,NA,6,432.180800490227,599.025850245018,847.0542858039
"Control",102.7,NA,6,431.631142337673,598.654741245772,847.350769861107
"Control",102.8,NA,6,430.921761658975,598.332251649875,847.675333171436
